u,v,y
47,32,0
47,33,1
47,34,0
47,35,2
47,36,1
47,37,0
47,38,1
47,39,0
47,40,1
47,41,0
47,42,0
47,43,2
47,44,2
47,45,1
47,46,0
47,47,0
47,48,1
47,49,1
47,50,1
48,1,1
48,2,1
48,3,0
48,4,1
48,5,0
48,6,1
48,7,0
48,8,1
48,9,1
48,10,1
48,11,1
48,12,1
48,13,1
48,14,1
48,15,1
48,16,1
48,17,1
48,18,1
48,19,1
48,20,0
48,21,1
48,22,1
48,23,1
48,24,1
48,25,0
48,26,0
48,27,2
48,28,0
48,29,1
48,30,1
48,31,0
48,32,1
48,33,1
48,34,2
48,35,2
48,36,1
48,37,1
48,38,1
48,39,1
48,40,0
48,41,1
48,42,1
48,43,1
48,44,1
48,45,1
48,46,1
48,47,1
48,48,1
48,49,1
48,50,0
49,1,1
49,2,0
49,3,1
49,4,0
49,5,1
49,6,1
49,7,1
49,8,2
49,9,1
49,10,2
49,11,1
49,12,1
49,13,1
49,14,2
49,15,1
49,16,1
49,17,1
49,18,0
49,19,1
49,20,1
49,21,1
49,22,1
49,23,1
49,24,1
49,25,0
49,26,1
49,27,1
49,28,1
49,29,2
49,30,1
49,31,0
49,32,0
49,33,0
49,34,1
49,35,2
49,36,1
49,37,0
49,38,1
49,39,1
49,40,1
49,41,1
49,42,2
49,43,1
49,44,0
49,45,0
49,46,1
49,47,0
49,48,0
49,49,1
49,50,1
50,1,1
50,2,1
50,3,2
50,4,1
50,5,0
50,6,1
50,7,1
50,8,1
50,9,2
50,10,1
50,11,1
50,12,1
50,13,0
50,14,1
50,15,1
50,16,1
50,17,0
50,18,1
50,19,1
50,20,1
50,21,1
50,22,1
50,23,1
50,24,1
50,25,1
50,26,2
50,27,0
50,28,1
50,29,1
50,30,1
50,31,1
50,32,1
50,33,0
50,34,1
50,35,0
50,36,0
50,37,1
50,38,1
50,39,1
50,40,0
50,41,1
50,42,0
50,43,2
50,44,0
50,45,1
50,46,1
50,47,1
50,48,1
50,49,2
50,50,1
